Ticker,Name,Sub_Industry_Orig,Sub_Industry,Industry,Industry_Group,Sector,Market_Cap
WAB,Westinghouse Air Brake Technologies Corporation,Railroads,Highways & Railtracks,Transportation Infrastructure,Transportation,Industrials,29.01B
WABC,Westamerica Bancorporation,Banks - Regional,Regional Banks,Banks,Banks,Financials,1.21B
WAFD,"WaFd, Inc.",Banks - Regional,Regional Banks,Banks,Banks,Financials,2.22B
WAFU,Wah Fu Education Group Limited,Education & Training Services,Education Services,Diversified Consumer Services,Consumer Services,Consumer Discretionary,5.51M
WAI,Top KingWin Ltd,Capital Markets,Diversified Capital Markets,Capital Markets,Financial Services,Financials,29.62M
WAL,Western Alliance Bancorporation,Banks - Regional,Regional Banks,Banks,Banks,Financials,7.12B
WALD,Waldencast plc,Shell Companies,Shell Companies,Shell Companies,Shell Companies,Shell Companies,316.62M
WASH,"Washington Trust Bancorp, Inc.",Banks - Regional,Regional Banks,Banks,Banks,Financials,523.35M
WAT,Waters Corporation,Diagnostics & Research,Health Care Equipment,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,19.08B
WATT,Energous Corporation,Scientific & Technical Instruments,Life Sciences Tools & Services,Life Sciences Tools & Services,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,8.01M
WAVE,Eco Wave Power Global AB (publ),Utilities - Renewable,Renewable Electricity ,Independent Power and Renewable Electricity Producers,Utilities,Utilities,35.23M
WAY,Waystar Holding Corp.,Health Information Services,Health Care Services,Health Care Providers & Services,Health Care Equipment & Services,Health Care,6.32B
WB,Weibo Corporation,Internet Content & Information,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,1.84B
WBA,"Walgreens Boots Alliance, Inc.",Pharmaceutical Retailers,Pharmaceuticals,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,9.34B
WBD,"Warner Bros. Discovery, Inc.",Entertainment,Movies & Entertainment,Entertainment,Media & Entertainment,Communication Services,19.44B
WBS,Webster Financial Corporation,Banks - Regional,Regional Banks,Banks,Banks,Financials,7.60B
WBTN,WEBTOON Entertainment Inc.,Internet Content & Information,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,1.08B
WBX,Wallbox N.V.,Electronic Components,Electronic Components,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,Information Technology,89.82M
WCC,"WESCO International, Inc.",Industrial Distribution,Industrial Machinery & Supplies & Components,Machinery,Capital Goods,Industrials,7.23B
WCN,"Waste Connections, Inc.",Waste Management,Environmental & Facilities Services,Commercial Services & Supplies,Commercial  & Professional Services,Industrials,50.71B
WCT,Wellchange Holdings Company Limited,Software - Application,Application Software,Software,Software & Services,Information Technology,12.07M
WD,"Walker & Dunlop, Inc.",Mortgage Finance,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Banks,Financials,2.49B
WDAY,"Workday, Inc.",Software - Application,Application Software,Software,Software & Services,Information Technology,60.65B
WDC,Western Digital Corporation,Computer Hardware,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",Technology Hardware & Equipment,Information Technology,12.39B
WDFC,WD-40 Company,Specialty Chemicals,Specialty Chemicals,Chemicals,Materials,Materials,2.93B
WDH,Waterdrop Inc.,Insurance - Diversified,Multi-line Insurance,Insurance,Insurance,Financials,459.33M
WDS,Woodside Energy Group Ltd,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,"Oil, Gas & Consumable Fuels",Energy,Energy,23.43B
WEAV,"Weave Communications, Inc.",Health Information Services,Health Care Services,Health Care Providers & Services,Health Care Equipment & Services,Health Care,692.81M
WEC,"WEC Energy Group, Inc.",Utilities - Regulated Electric,Electric Utilities,Electric Utilities,Utilities,Utilities,34.28B
WELL,Welltower Inc.,REIT - Healthcare Facilities,Health Care REITs,Health Care REITs,Equity Real Estate Investment Trusts,Real Estate,94.57B
WEN,The Wendy's Company,Restaurants,Restaurants,"Hotels, Restaurants & Leisure",Consumer Services,Consumer Discretionary,2.46B
WERN,"Werner Enterprises, Inc.",Trucking,Trucking,Ground Transportation,Transportation,Industrials,1.69B
WES,"Western Midstream Partners, LP",Oil & Gas Midstream,Oil & Gas Storage & Transportation,"Oil, Gas & Consumable Fuels",Energy,Energy,14.25B
WEST,Westrock Coffee Company,Packaged Foods,Packaged Foods & Meats,Food Products,"Food, Beverage & Tobacco",Consumer Staples,520.61M
WETH,Wetouch Technology Inc.,Real Estate Services,Real Estate Services,Real Estate Management & Development,Real Estate Management & Development,Real Estate,14.20M
WETO,Webus International Limited,Software - Application,Application Software,Software,Software & Services,Information Technology,90.32M
WEX,WEX Inc.,Software - Infrastructure,Internet Services & Infrastructure,IT Services,Software & Services,Information Technology,4.76B
WEYS,"Weyco Group, Inc.",Footwear & Accessories,Footwear,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,Consumer Discretionary,272.81M
WF,Woori Financial Group Inc.,Banks - Regional,Regional Banks,Banks,Banks,Financials,8.63B
WFC,Wells Fargo & Company,Banks - Diversified,Diversified Banks,Banks,Banks,Financials,208.90B
WFCF,"Where Food Comes From, Inc.",Specialty Business Services,Semiconductor Materials & Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,60.39M
WFF,WF Holding Limited,Specialty Industrial Machinery,Industrial Machinery & Supplies & Components,Machinery,Capital Goods,Industrials,97.31M
WFG,West Fraser Timber Co. Ltd.,Lumber & Wood Production,Forest Products,Paper & Forest Products,Materials,Materials,5.84B
WFRD,Weatherford International plc,Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,Energy Equipment & Services,Energy,Energy,3.22B
WGO,"Winnebago Industries, Inc.",Recreational Vehicles,Automobile Manufacturers,Automobiles,Automobiles & Components,Consumer Discretionary,831.79M
WGRX,"Wellgistics Health, Inc.",Medical Distribution,Health Care Distributors,Health Care Providers & Services,Health Care Equipment & Services,Health Care,193.75M
WGS,GeneDx Holdings Corp.,Diagnostics & Research,Health Care Equipment,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,2.76B
WH,"Wyndham Hotels & Resorts, Inc.",Lodging,"Hotels, Resorts & Cruise Lines","Hotels, Restaurants & Leisure",Consumer Services,Consumer Discretionary,6.33B
WHD,"Cactus, Inc.",Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,Energy Equipment & Services,Energy,Energy,2.88B
WHF,"WhiteHorse Finance, Inc.",Asset Management,Asset Management & Custody Banks,Capital Markets,Financial Services,Financials,220.81M
WHG,"Westwood Holdings Group, Inc.",Asset Management,Asset Management & Custody Banks,Capital Markets,Financial Services,Financials,130.03M
WHLR,"Wheeler Real Estate Investment Trust, Inc.",REIT - Retail,Retail REITs,Retail REITs,Equity Real Estate Investment Trusts,Real Estate,326.60K
WHR,Whirlpool Corporation,"Furnishings, Fixtures & Appliances",Homefurnishing Retail,Specialty Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,4.28B
WHWK,"Whitehawk Therapeutics, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,72.05M
WILC,G. Willi-Food International Ltd.,Food Distribution,Food Distributors,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Consumer Staples,205.93M
WINA,Winmark Corporation,Specialty Retail,Other Specialty Retail,Specialty Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,1.18B
WING,Wingstop Inc.,Restaurants,Restaurants,"Hotels, Restaurants & Leisure",Consumer Services,Consumer Discretionary,6.24B
WINT,"Windtree Therapeutics, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,854.25K
WIT,Wipro Limited,Information Technology Services,IT Consulting & Other Services,IT Services,Software & Services,Information Technology,30.24B
WIX,Wix.com Ltd.,Software - Infrastructure,Internet Services & Infrastructure,IT Services,Software & Services,Information Technology,9.00B
WK,Workiva Inc.,Software - Application,Application Software,Software,Software & Services,Information Technology,3.78B
WKC,World Kinect Corporation,Oil & Gas Refining & Marketing,Oil & Gas Refining & Marketing,"Oil, Gas & Consumable Fuels",Energy,Energy,1.34B
WKEY,WISeKey International Holding AG,Semiconductors,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,33.02M
WKHS,Workhorse Group Inc.,Auto Manufacturers,Automobile Manufacturers,Automobiles,Automobiles & Components,Consumer Discretionary,6.59M
WKSP,Worksport Ltd.,Auto Parts,Automotive Parts & Equipment,Automobile Components,Automobiles & Components,Consumer Discretionary,10.27M
WLAC,Willow Lane Acquisition Corp.,Shell Companies,Shell Companies,Shell Companies,Shell Companies,Shell Companies,173.13M
WLDN,"Willdan Group, Inc.",Engineering & Construction,Construction & Engineering,Construction & Engineering,Capital Goods,Industrials,554.69M
WLDS,Wearable Devices Ltd.,Consumer Electronics,Consumer Electronics,Household Durables,Consumer Durables & Apparel,Consumer Discretionary,1.80M
WLFC,Willis Lease Finance Corporation,Rental & Leasing Services,Specialized Consumer Services,Diversified Consumer Services,Consumer Services,Consumer Discretionary,923.11M
WLGS,"WANG & LEE GROUP, Inc.",Engineering & Construction,Construction & Engineering,Construction & Engineering,Capital Goods,Industrials,3.22M
WLK,Westlake Corporation,Specialty Chemicals,Specialty Chemicals,Chemicals,Materials,Materials,11.61B
WLKP,Westlake Chemical Partners LP,Chemicals,Commodity Chemicals,Chemicals,Materials,Materials,810.84M
WLY,"John Wiley & Sons, Inc.",Publishing,Publishing,Media,Media & Entertainment,Communication Services,2.29B
WLYB,"John Wiley & Sons, Inc.",Publishing,Publishing,Media,Media & Entertainment,Communication Services,2.30B
WM,"Waste Management, Inc.",Waste Management,Environmental & Facilities Services,Commercial Services & Supplies,Commercial  & Professional Services,Industrials,92.30B
WMB,"The Williams Companies, Inc.",Oil & Gas Midstream,Oil & Gas Storage & Transportation,"Oil, Gas & Consumable Fuels",Energy,Energy,71.12B
WMG,Warner Music Group Corp.,Entertainment,Movies & Entertainment,Entertainment,Media & Entertainment,Communication Services,14.89B
WMK,"Weis Markets, Inc.",Grocery Stores,Consumer Staples Merchandise Retail,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Consumer Staples,2.17B
WMPN,William Penn Bancorporation,Banks - Regional,Regional Banks,Banks,Banks,Financials,89.49M
WMS,"Advanced Drainage Systems, Inc.",Building Products & Equipment,Building Products,Building Products,Capital Goods,Industrials,8.00B
WMT,Walmart Inc.,Discount Stores,Consumer Staples Merchandise Retail,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Consumer Staples,731.02B
WNC,Wabash National Corporation,Farm & Heavy Construction Machinery,Agricultural & Farm Machinery,Machinery,Capital Goods,Industrials,422.59M
WNEB,"Western New England Bancorp, Inc.",Banks - Regional,Regional Banks,Banks,Banks,Financials,173.87M
WNS,WNS (Holdings) Limited,Information Technology Services,IT Consulting & Other Services,IT Services,Software & Services,Information Technology,2.89B
WNW,Meiwu Technology Company Limited,Internet Retail,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,1.72M
WOK,WORK Medical Technology Group LTD,Medical Devices,Health Care Facilities,Health Care Providers & Services,Health Care Equipment & Services,Health Care,6.83M
WOLF,"Wolfspeed, Inc.",Semiconductors,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,335.26M
WOOF,"Petco Health and Wellness Company, Inc.",Specialty Retail,Other Specialty Retail,Specialty Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,859.74M
WOR,"Worthington Enterprises, Inc.",Metal Fabrication,Industrial Machinery & Supplies & Components,Machinery,Capital Goods,Industrials,2.35B
WORX,SCWorx Corp.,Health Information Services,Health Care Services,Health Care Providers & Services,Health Care Equipment & Services,Health Care,1.16M
WOW,"WideOpenWest, Inc.",Telecom Services,Integrated Telecommunication Services,Diversified Telecommunication Services,Telecommunication Services,Communication Services,359.47M
WPC,W. P. Carey Inc.,REIT - Diversified,Diversified REITs,Diversified REITs,Equity Real Estate Investment Trusts,Real Estate,13.42B
WPM,Wheaton Precious Metals Corp.,Gold,Gold,Metals & Mining,Materials,Materials,37.90B
WPP,WPP plc,Advertising Agencies,Advertising,Media,Media & Entertainment,Communication Services,7.73B
WPRT,Westport Fuel Systems Inc.,Auto Parts,Automotive Parts & Equipment,Automobile Components,Automobiles & Components,Consumer Discretionary,48.96M
WRAP,"Wrap Technologies, Inc.",Scientific & Technical Instruments,Life Sciences Tools & Services,Life Sciences Tools & Services,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,71.95M
WRB,W. R. Berkley Corporation,Insurance - Property & Casualty,Property & Casualty Insurance,Insurance,Insurance,Financials,25.96B
WRBY,Warby Parker Inc.,Medical Instruments & Supplies,Health Care Supplies,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,1.72B
WRD,WeRide Inc.,Software - Application,Application Software,Software,Software & Services,Information Technology,2.46B
WRLD,World Acceptance Corporation,Credit Services,Specialized Finance,Financial Services,Financial Services,Financials,658.61M
WRN,Western Copper and Gold Corporation,Other Industrial Metals & Mining,Diversified Metals & Mining,Metals & Mining,Materials,Materials,235.26M
WS,"Worthington Steel, Inc.",Steel,Steel,Metals & Mining,Materials,Materials,1.22B
WSBC,"WesBanco, Inc.",Banks - Regional,Regional Banks,Banks,Banks,Financials,2.74B
WSBF,"Waterstone Financial, Inc.",Banks - Regional,Regional Banks,Banks,Banks,Financials,210.82M
WSC,WillScot Holdings Corporation,Rental & Leasing Services,Specialized Consumer Services,Diversified Consumer Services,Consumer Services,Consumer Discretionary,4.26B
WSFS,WSFS Financial Corporation,Banks - Regional,Regional Banks,Banks,Banks,Financials,2.77B
WSM,"Williams-Sonoma, Inc.",Specialty Retail,Other Specialty Retail,Specialty Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,17.00B
WSO,"Watsco, Inc.",Industrial Distribution,Industrial Machinery & Supplies & Components,Machinery,Capital Goods,Industrials,18.76B
WSO.B,"Watsco, Inc.",Industrial Distribution,Industrial Machinery & Supplies & Components,Machinery,Capital Goods,Industrials,19.26B
